rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_ttvflag,pl_kepflag,pl_k2flag,ra_str,ra,dec_str,dec,st_dist,st_teff,st_mass,st_rad,rowupdate,pl_name,pl_rvamp,pl_eqt,pl_insol,pl_bmassprov,pl_bmassj,pl_bmasse,pl_dens,pl_radj,pl_rade,pl_rads,pl_def_reflink,pl_disc,pl_disc_reflink,pl_locale,pl_facility,pl_telescope,pl_instrument,st_rah,st_glon,st_glat,st_elon,st_elat,st_plx,st_radv,st_sp,st_spstr,st_age
2988,Kepler-848,b,Transit,1,6.91134416,,,,0,1,0,19h33m09.19s,293.288273,+48d48m41.8s,48.811619,797,5695,1.01,1.2,16/5/10,Kepler-848 b,,,,,,,,0.152,1.7,0.016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.55255153,81.121982,13.713159,315.525635,68.600468,,,,,8.32
2989,Kepler-849,b,Transit,1,394.6244904,,,,0,1,0,19h23m24.43s,290.851779,+48d31m16.8s,48.521339,747,6059,1.23,1.64,16/5/10,Kepler-849 b,,,,,,,,0.637,7.14,0.065,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.3901186,80.150348,15.050185,311.140855,69.001244,,,,,3.98
2990,Kepler-85,b,Transit,4,8.306,,,,1,1,0,19h23m53.62s,290.973429,+45d17m25.1s,45.290318,,5436,0.92,0.89,14/5/14,Kepler-85 b,,,,,,,,0.176,1.97,0.018,<a href=http://adsabs.harvard.edu/abs/2013ApJS..208...22X target=ref> Xie 2013 </a>,2012,<a href=http://adsabs.harvard.edu/abs/2013ApJS..208...22X target=ref> Xie 2013 </a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.3982286,77.152381,13.632203,308.199224,65.970836,,,,,
2991,Kepler-85,c,Transit,4,12.513,,,,1,1,0,19h23m53.62s,290.973429,+45d17m25.1s,45.290318,,5436,0.92,0.89,14/5/14,Kepler-85 c,,,,,,,,0.194,2.18,0.02,<a href=http://adsabs.harvard.edu/abs/2013ApJS..208...22X target=ref> Xie 2013 </a>,2012,<a href=http://adsabs.harvard.edu/abs/2013ApJS..208...22X target=ref> Xie 2013 </a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.3982286,77.152381,13.632203,308.199224,65.970836,,,,,
2992,Kepler-85,d,Transit,4,17.91323,0.13,,,0,1,0,19h23m53.62s,290.973429,+45d17m25.1s,45.290318,,5436,0.92,0.89,14/5/14,Kepler-85 d,,,,,,,,0.107,1.2,0.011,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.3982286,77.152381,13.632203,308.199224,65.970836,,,,,
2993,Kepler-85,e,Transit,4,25.216751,0.163,,,0,1,0,19h23m53.62s,290.973429,+45d17m25.1s,45.290318,,5436,0.92,0.89,14/5/14,Kepler-85 e,,,,,,,,0.113,1.27,0.012,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.3982286,77.152381,13.632203,308.199224,65.970836,,,,,
2994,Kepler-850,b,Transit,1,7.19303878,,,,0,1,0,19h32m20.27s,293.084462,+48d34m31.4s,48.57539,1535,5932,1.06,1.09,16/5/10,Kepler-850 b,,,,,,,,0.159,1.78,0.016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.53896413,80.842821,13.732078,314.917517,68.444489,,,,,3.89
2995,Kepler-851,b,Transit,1,8.50699658,,,,0,1,0,19h38m43.27s,294.680286,+49d08m24.6s,49.14016,869,5455,0.89,0.85,16/5/10,Kepler-851 b,,,,,,,,0.15,1.68,0.015,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.6453524,81.839077,13.037863,318.163599,68.491235,,,,,4.47
2996,Kepler-852,b,Transit,1,44.9309804,,,,0,1,0,19h49m33.98s,297.391593,+48d33m38.5s,48.560692,854,6100,1.19,1.16,16/5/10,Kepler-852 b,,,,,,,,0.227,2.54,0.023,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.8261062,82.158863,11.188369,321.645621,67.152349,,,,,1.48
2997,Kepler-853,b,Transit,1,7.16892463,,,,0,1,0,18h55m44.84s,283.936824,+49d06m37.2s,49.110325,610,6350,1.3,1.55,16/5/10,Kepler-853 b,,,,,,,,0.151,1.69,0.015,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,18.9291216,78.960375,19.497049,299.191754,71.140077,,,,,2.69
2998,Kepler-854,b,Transit,1,2.14463285,,,,0,1,0,19h33m24.31s,293.351293,+43d08m04.7s,43.13464,741,6179,1.17,1.27,16/5/10,Kepler-854 b,,,,,,,,1.492,16.72,0.153,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.55675287,75.93045,11.157091,310.163258,63.354421,,,,,3.02
2999,Kepler-855,b,Transit,1,7.8866311,,,,0,1,0,19h40m22.80s,295.09499,+43d32m15.3s,43.537586,1043,5835,1.03,1.03,16/5/10,Kepler-855 b,,,,,,,,0.745,8.35,0.077,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.67299933,76.888211,10.216327,313.120207,63.268958,,,,,4.17
3000,Kepler-856,b,Transit,1,8.02768059,,,,0,1,0,19h18m24.92s,289.603836,+46d18m53.8s,46.314953,1175,5535,0.96,0.93,16/5/10,Kepler-856 b,,,,,,,,0.83,9.3,0.085,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.3069224,77.708218,14.924964,306.840422,67.263422,,,,,4.27
3001,Kepler-857,b,Transit,1,85.35129427,,,,0,1,0,19h38m31.77s,294.632389,+43d24m01.7s,43.400467,1039,5773,0.99,0.99,16/5/10,Kepler-857 b,,,,,,,,0.607,6.8,0.062,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.64215927,76.605906,10.449534,312.314009,63.266499,,,,,4.27
3002,Kepler-858,b,Transit,1,76.13602028,,,,0,1,0,19h15m23.67s,288.848631,+51d12m32.6s,51.209049,296,5653,0.96,0.91,16/5/10,Kepler-858 b,,,,,,,,0.434,4.87,0.045,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.2565754,82.197473,17.291677,310.867613,71.981348,,,,,3.39
3003,Kepler-859,b,Transit,1,20.38177573,,,,0,1,0,19h06m58.05s,286.741873,+43d11m24.4s,43.190108,915,5020,0.81,0.77,16/5/10,Kepler-859 b,,,,,,,,0.276,3.09,0.028,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.11612488,73.900712,15.554319,299.692194,64.913029,,,,,4.57
3004,Kepler-860,b,Transit,1,5.10137945,,,,0,1,0,19h42m18.54s,295.577265,+46d15m17.1s,46.254742,1295,5836,1.04,1.06,16/5/10,Kepler-860 b,,,,,,,,0.289,3.24,0.03,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.705151,79.49597,11.182657,316.340815,65.629958,,,,,4.27
3005,Kepler-861,b,Transit,1,3.94963138,,,,0,1,0,19h29m24.94s,292.353929,+46d13m34.6s,46.22628,806,5047,0.82,0.78,16/5/10,Kepler-861 b,,,,,,,,0.203,2.28,0.021,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.49026193,78.445333,13.161433,311.271202,66.491453,,,,,4.47
3006,Kepler-862,b,Transit,1,3.14866453,,,,0,1,0,19h51m07.02s,297.779266,+46d29m33.9s,46.492741,806,5333,0.88,0.84,16/5/10,Kepler-862 b,,,,,,,,0.197,2.21,0.02,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.85195107,80.445336,9.960464,319.884595,65.192851,,,,,4.79
3007,Kepler-863,b,Transit,1,15.59461874,,,,0,1,0,19h50m39.49s,297.664523,+43d14m56.3s,43.248962,1145,5678,0.96,0.95,16/5/10,Kepler-863 b,,,,,,,,0.259,2.9,0.027,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.84430153,77.541184,8.440329,316.641844,62.281466,,,,,3.8
3008,Kepler-864,b,Transit,1,5.83376092,,,,0,1,0,19h00m13.70s,285.057092,+46d19m14.4s,46.320675,1573,5754,1,1,16/5/10,Kepler-864 b,,,,,,,,0.214,2.4,0.022,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.00380613,76.468399,17.830806,298.959945,68.251602,,,,,4.68
3009,Kepler-865,b,Transit,1,14.16399294,,,,0,1,0,19h50m53.83s,297.724283,+43d31m38.8s,43.527435,664,5570,0.93,0.92,16/5/10,Kepler-865 b,,,,,,,,0.222,2.49,0.023,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.84828553,77.80776,8.539924,316.967655,62.519478,,,,,4.27
3010,Kepler-866,b,Transit,1,2.61703254,,,,0,1,0,19h20m29.36s,290.122337,+43d05m08.0s,43.08556,690,4751,0.75,0.71,16/5/10,Kepler-866 b,,,,,,,,0.145,1.63,0.015,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.34148913,74.832265,13.256262,305.103597,64.092454,,,,,4.27
3011,Kepler-867,b,Transit,1,150.242127,,,,0,1,0,19h09m08.48s,287.285313,+51d14m59.9s,51.249981,824,5541,0.92,0.91,16/5/10,Kepler-867 b,,,,,,,,0.414,4.64,0.043,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.1523542,81.86132,18.217691,307.991459,72.413786,,,,,5.89
3012,Kepler-868,b,Transit,1,5.03251791,,,,0,1,0,18h49m27.24s,282.363512,+46d40m30.9s,46.67524,1269,5614,0.93,0.89,16/5/10,Kepler-868 b,,,,,,,,0.183,2.05,0.019,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,18.82423413,76.151386,19.694495,294.288648,69.074386,,,,,3.89
3013,Kepler-869,b,Transit,1,40.4287755,,,,0,1,0,19h17m41.90s,289.424591,+50d59m38.8s,50.994122,957,5664,0.97,0.95,16/5/10,Kepler-869 b,,,,,,,,0.322,3.61,0.033,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.29497273,82.132693,16.875549,311.632667,71.635005,,,,,4.79
3014,Kepler-87,b,Transit,2,114.73635,0.481,0.036,89.274,1,1,0,19h51m40.05s,297.916877,+46d57m54.5s,46.96513,,5600,1.1,1.82,14/5/14,Kepler-87 b,,478,,Mass,1.02,324.2,0.729,1.204,13.49,0.124,<a href=http://adsabs.harvard.edu/abs/2014A%26A...561A.103O target=ref> Ofir et al. 2014 </a>,2013,<a href=http://adsabs.harvard.edu/abs/2014A%26A...561A.103O target=ref> Ofir et al. 2014 </a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.86112513,80.910876,10.108453,320.593184,65.573553,,-9.35,,,7.5
3015,Kepler-87,c,Transit,2,191.2318,0.676,0.039,89.588,0,1,0,19h51m40.05s,297.916877,+46d57m54.5s,46.96513,,5600,1.1,1.82,14/5/14,Kepler-87 c,,403,,Mass,0.02,6.4,0.152,0.548,6.14,0.056,<a href=http://adsabs.harvard.edu/abs/2014A%26A...561A.103O target=ref> Ofir et al. 2014 </a>,2013,<a href=http://adsabs.harvard.edu/abs/2014A%26A...561A.103O target=ref> Ofir et al. 2014 </a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.86112513,80.910876,10.108453,320.593184,65.573553,,-9.35,,,7.5
3016,Kepler-870,b,Transit,1,21.3587621,,,,0,1,0,19h41m36.61s,295.402544,+50d28m43.1s,50.478634,1231,5857,1.01,1.02,16/5/10,Kepler-870 b,,,,,,,,0.248,2.78,0.025,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.69350293,83.281932,13.223122,321.062707,69.45423,,,,,3.8
3017,Kepler-871,b,Transit,1,22.0459018,,,,0,1,0,19h38m06.51s,294.52711,+43d22m05.4s,43.36816,1695,5993,1.11,1.14,16/5/10,Kepler-871 b,,,,,,,,0.334,3.74,0.034,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.63514067,76.540742,10.502372,312.129434,63.264599,,,,,3.47
3018,Kepler-872,b,Transit,1,2.57885507,,,,0,1,0,19h41m40.19s,295.417461,+43d36m20.3s,43.60564,1114,5902,1.05,1.08,16/5/10,Kepler-872 b,,,,,,,,0.178,1.99,0.018,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.6944974,77.060652,10.04197,313.658094,63.24387,,,,,4.17
3019,Kepler-873,b,Transit,1,20.5533844,,,,0,1,0,19h45m36.77s,296.403212,+51d16m16.8s,51.271339,1397,6163,1.18,1.27,16/5/10,Kepler-873 b,,,,,,,,0.335,3.75,0.034,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.76021413,84.301848,13.022019,323.773352,69.825519,,,,,2.95
3020,Kepler-874,b,Transit,1,40.0686727,,,,0,1,0,19h39m49.65s,294.95686,+43d00m51.6s,43.014328,1072,6020,1.09,1.13,16/5/10,Kepler-874 b,,,,,,,,0.352,3.94,0.036,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.66379067,76.370621,10.060393,312.485652,62.820426,,,,,3.31
3021,Kepler-875,b,Transit,1,27.5073799,,,,0,1,0,19h49m12.31s,297.3013,+43d08m30.8s,43.141888,1244,5958,1.06,1.11,16/5/10,Kepler-875 b,,,,,,,,0.259,2.9,0.027,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.82008667,77.315256,8.618268,316.027839,62.287602,,,,,3.39
3022,Kepler-876,b,Transit,1,5.14438011,,,,0,1,0,18h53m54.77s,283.478199,+43d23m01.6s,43.383781,735,5060,0.81,0.77,16/5/10,Kepler-876 b,,,,,,,,0.128,1.43,0.013,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,18.8985466,73.166976,17.83181,294.297387,65.690067,,,,,5.25
3023,Kepler-877,b,Transit,1,18.45847097,,,,0,1,0,19h19m26.19s,289.859129,+46d31m21.6s,46.522667,572,5261,0.85,0.81,16/5/10,Kepler-877 b,,,,,,,,0.189,2.12,0.019,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.32394193,77.97849,14.848198,307.456222,67.396796,,,,,4.57
3024,Kepler-878,b,Transit,1,25.9422033,,,,0,1,0,19h01m11.09s,285.296197,+46d36m12.4s,46.603439,567,5044,0.81,0.77,16/5/10,Kepler-878 b,,,,,,,,0.172,1.93,0.018,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.01974647,76.807592,17.778004,299.605077,68.476333,,,,,4.57
3025,Kepler-879,b,Transit,1,33.3855938,,,,0,1,0,19h43m13.58s,295.806573,+50d54m35.3s,50.909798,772,5792,1.02,1.02,16/5/10,Kepler-879 b,,,,,,,,0.229,2.57,0.024,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.7204382,83.795838,13.190128,322.309878,69.70333,,,,,4.27
3026,Kepler-880,b,Transit,1,7.71468975,,,,0,1,0,18h47m53.10s,281.971245,+43d40m22.0s,43.672771,673,6761,1.46,1.74,16/5/10,Kepler-880 b,,,,,,,,0.237,2.66,0.024,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,18.798083,73.053216,18.95679,291.831396,66.207165,,,,,1.66
3027,Kepler-881,b,Transit,1,4.44448017,,,,0,1,0,19h15m58.22s,288.992588,+46d40m14.7s,46.670753,1364,5961,1.06,1.09,16/5/10,Kepler-881 b,,,,,,,,0.159,1.78,0.016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.26617253,77.871529,15.45301,306.127036,67.742138,,,,,3.8
3028,Kepler-882,b,Transit,1,3.98953967,,,,0,1,0,19h38m35.97s,294.649885,+43d20m08.1s,43.335587,525,5476,0.9,0.87,16/5/10,Kepler-882 b,,,,,,,,0.11,1.23,0.011,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.64332567,76.553465,10.408167,312.287212,63.201495,,,,,4.57
3029,Kepler-883,b,Transit,1,12.98495573,,,,0,1,0,19h05m44.08s,286.433673,+50d18m01.2s,50.300327,549,6116,1.06,1.09,16/5/10,Kepler-883 b,,,,,,,,0.159,1.78,0.016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.0955782,80.724986,18.384755,305.211658,71.735383,,,,,3.02
3030,Kepler-884,b,Transit,1,5.69919514,,,,0,1,0,19h30m20.27s,292.584443,+49d55m23.4s,49.923161,420,5715,1,0.94,16/5/10,Kepler-884 b,,,,,,,,0.11,1.23,0.011,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.50562953,81.955625,14.603215,315.73152,69.800562,,,,,2.45
3031,Kepler-885,b,Transit,1,18.11472949,,,,0,1,0,19h14m38.77s,288.661559,+49d44m13.9s,49.737206,632,6187,1.21,1.35,16/5/10,Kepler-885 b,,,,,,,,0.223,2.5,0.023,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.24410393,80.724625,16.846556,308.686854,70.679885,,,,,3.16
3032,Kepler-886,b,Transit,1,6.24146367,,,,0,1,0,19h05m05.22s,286.271745,+43d35m42.8s,43.595234,857,6098,1.1,1.16,16/5/10,Kepler-886 b,,,,,,,,0.136,1.52,0.014,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.084783,74.152718,16.025516,299.168442,65.395114,,,,,3.39
3033,Kepler-887,b,Transit,2,20.42228798,,,,0,1,0,19h20m21.79s,290.090807,+39d49m01.2s,39.816989,831,6194,1.19,1.29,16/5/10,Kepler-887 b,,,,,,,,0.164,1.84,0.017,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.33938711,71.79248,11.88437,302.946645,60.978364,,,,,3.09
3034,Kepler-887,c,Transit,2,7.63846023,,,,0,1,0,19h20m21.79s,290.090807,+39d49m01.2s,39.816989,831,6194,1.19,1.29,16/5/10,Kepler-887 c,,,,,,,,0.101,1.13,0.01,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.33938711,71.79248,11.88437,302.946645,60.978364,,,,,3.09
3035,Kepler-888,b,Transit,1,70.6979061,,,,0,1,0,19h42m05.09s,295.521206,+49d44m19.1s,49.738632,413,5875,0.97,0.9,16/5/10,Kepler-888 b,,,,,,,,0.157,1.76,0.016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.70141373,82.640216,12.820005,320.254316,68.768418,,,,,1.48
